classificacao_manuela,id,text
1,1619619934249840640,sp 123 floriano rodrigues pinheiro km 008 sau taubaté km 031 trecho serra km 033 trevo santo antônio pinhal km 046 portal campos jordão tráfego normal dois sentidos tempo bom boa visibilidade atenção trecho serra sujeito neblina
1,1619619841488609281,sp 125 oswaldo cruz km 014 região taubaté km 022 região redenção serra km 067 região luís paraitinga km 093 região ubatuba tráfego normal dois sentidos tempo encoberto boa visibilidade atenção trecho serra sujeito neblina
0,1619545433067651075,segurança todos respeite sempre limites velocidade slt der rodovias segurança trânsitomaisseguro sp governosp
1,1619545292734627842,sp 055 padre manoel nóbrega trecho peruíbe praia grande km 323 itanhaém tráfego normal dois sentidos tempo encoberto visibilidade reduzida
1,1619545232923824129,sp 055 rio-santos trecho bertioga sebastião km 193 boracéia tráfego normal dois sentidos tempo encoberto visibilidade reduzida
1,1619544688700293120,sp 098 mogi-bertioga trecho mogi cruzes bertioga km 059 região mogi cruzes tráfego normal dois sentidos tempo encoberto visibilidade reduzida atenção trecho serra sujeito neblina
1,1619544587177197573,sp 123 floriano rodrigues pinheiro trecho taubaté campos jordão km 026 base polícia rodoviária tráfego normal dois sentidos tempo encoberto visibilidade reduzida atenção trecho serra sujeito neblina
1,1619544349192392706,sp 270 raposo tavares trecho paulo cotia km 010 região paulo tráfego normal dois sentidos tempo encoberto visibilidade reduzida
0,1619494838487101440,coloque vida outras pessoas risco respeite leis trânsito dirigir beba slt der rodovias segurança trânsitomaisseguro sp governosp
1,1619494335363575810,sp 055 rio-santos trecho bertioga sebastião km 193 boracéia tráfego normal dois sentidos tempo encoberto visibilidade reduzida
1,1619493651830407169,sp 055 rio-santos trecho sebastião ubatuba km 110 caraguatatuba tráfego intenso sentido ubatuba tempo encoberto visibilidade reduzida
1,1619493233310208001,sp 098 mogi-bertioga trecho mogi cruzes bertioga km 098 base pmrv tráfego normal dois sentidos tempo instável visibilidade reduzida atenção trecho serra sujeito neblina
1,1619492785442398209,sp 125 oswaldo cruz trecho taubaté ubatuba km 093 região ubatuba tráfego normal dois sentidos tempo encoberto visibilidade reduzida atenção trecho serra sujeito neblina
1,1619492656526262272,sp 270 raposo tavares trecho paulo cotia km 017 região av politécnica tráfego normal dois sentidos tempo encoberto visibilidade reduzida
0,1619462389409394688,coloque vida ama risco utilize sempre cadeirinha independente distância slt der rodovias segurança trânsitomaisseguro sp governosp
1,1619462261537640449,sp 055 padre manoel nóbrega trecho peruíbe praia grande km 292 praia grande tráfego normal dois sentidos tempo encoberto visibilidade reduzida
1,1619462141123391488,sp 055 rio-santos trecho bertioga sebastião km 193 boracéia tráfego normal dois sentidos tempo encoberto visibilidade reduzida
1,1619461862181195777,sp 098 mogi-bertioga trecho mogi cruzes bertioga km 098 base pmrv tráfego normal dois sentidos tempo encoberto visibilidade reduzida atenção trecho serra sujeito neblina
1,1619461415080960000,sp 125 oswaldo cruz trecho taubaté ubatuba km 093 região ubatuba tráfego normal dois sentidos tempo encoberto visibilidade reduzida atenção trecho serra sujeito neblina
1,1619461195802771456,sp 270 raposo tavares trecho paulo cotia km 017 região av politécnica tráfego intenso dois sentidos tempo encoberto visibilidade reduzida
0,1619428534048669697,segurança todos respeite sempre limites velocidade slt der rodovias segurança trânsitomaisseguro sp governosp
1,1619428438510829569,sp 055 padre manoel nóbrega trecho peruíbe praia grande km 292 praia grande tráfego normal dois sentidos tempo encoberto boa visibilidade
1,1619428370764410880,sp 055 rio-santos trecho bertioga sebastião km 193 boracéia tráfego normal dois sentidos tempo encoberto boa visibilidade
1,1619428266770829312,sp 055 rio-santos trecho sebastião ubatuba km 083 praia tabatinga tráfego lento sentido sebastião tempo encoberto boa visibilidade
1,1619428155705688065,sp 098 mogi-bertioga trecho mogi cruzes bertioga km 063 trecho planalto tráfego normal dois sentidos tempo encoberto boa visibilidade atenção trecho serra sujeito neblina
1,1619428020632289286,sp 123 floriano rodrigues pinheiro trecho taubaté campos jordão km 033 trevo santo antônio pinhal tráfego normal dois sentidos tempo encoberto boa visibilidade atenção trecho serra sujeito neblina
1,1619427960339181568,sp 125 oswaldo cruz trecho taubaté ubatuba km 088 base polícia rodoviária ubatuba tráfego normal dois sentidos tempo encoberto boa visibilidade atenção trecho serra sujeito neblina
1,1619427846304468992,sp 270 raposo tavares trecho paulo cotia km 018 base pmrv jardim arpoador tráfego intenso dois sentidos tempo instável visibilidade reduzida
0,1619397538817413120,coloque vida ama risco utilize sempre cadeirinha independente distância slt der rodovias segurança trânsitomaisseguro sp governosp
1,1619397459989659650,sp 055 padre manoel nóbrega trecho peruíbe praia grande km 323 itanhaém tráfego normal dois sentidos tempo bom boa visibilidade
1,1619397374685908993,sp 055 rio-santos trecho bertioga sebastião km 223 região bertioga tráfego normal dois sentidos tempo bom boa visibilidade
1,1619396979355971585,sp 125 oswaldo cruz trecho taubaté ubatuba km 042 trevo luís paraitinga tráfego normal dois sentidos tempo bom boa visibilidade atenção trecho serra sujeito neblina
1,1619396909097164802,sp 270 raposo tavares trecho paulo cotia km 012 região parque previdência tráfego intenso dois sentidos tempo instável visibilidade reduzida
1,1619360309822779392,tenha cautela pois tempo ainda instável algumas rodovias redobre atenção reduza velocidade mantenha distância segura veículo frente slt der segurançaviária trânsitomaisseguro sp governosp
1,1619359634799853569,sp 098 mogi-bertioga trecho mogi cruzes bertioga km 063 trecho planalto km 090 fim serra sentido bertioga tráfego intenso sentido bertioga tempo instável visibilidade reduzida atenção trecho serra sujeito neblina
1,1619359221132431361,sp 270 raposo tavares trecho paulo cotia km 018 base pmrv jardim arpoador km 030 região cotia tráfego intenso dois sentidos tempo bom boa visibilidade
0,1619351490535251968,atenção motociclista visto direção conscientização digo operaçãoverão
1,1619328740357722119,sp 055 padre manoel nóbrega trecho peruíbe praia grande km 323 itanhaém tráfego intenso sentido peruíbe tempo bom boa visibilidade
1,1619328261271732224,sp 055 rio-santos trecho sebastião ubatuba km 055 ubatuba tráfego lento dois sentidos tempo bom boa visibilidade
1,1619327859566456836,sp 098 mogi-bertioga trecho mogi cruzes bertioga km 063 trecho planalto tráfego congestionado sentido bertioga tempo bom boa visibilidade atenção trecho serra sujeito neblina
1,1619327385203253250,sp 123 floriano rodrigues pinheiro trecho taubaté campos jordão km 046 portal campos jordão tráfego normal dois sentidos tempo bom boa visibilidade atenção trecho serra sujeito neblina
1,1619327204013510656,sp 125 oswaldo cruz trecho taubaté ubatuba km 088 base polícia rodoviária ubatuba tráfego congestionado sentido ubatuba tempo bom boa visibilidade atenção trecho serra sujeito neblina
1,1619326894784286727,sp 270 raposo tavares trecho paulo cotia km 017 região av politécnica tráfego intenso dois sentidos tempo bom boa visibilidade
0,1619296716418871296,uso cinto segurança salva vidas utilize-o sempre inclusive banco traseiro independente distância slt der rodovias segurança trânsitomaisseguro sp governosp
1,1619296297584070659,sp 055 rio-santos trecho bertioga sebastião km 193 boracéia km 214 trevo mogi-bertioga tráfego lento pontos congestionamento sentido sebastião tempo bom boa visibilidade
1,1619296009670242304,sp 055 rio-santos trecho sebastião ubatuba km 055 ubatuba km 092 – massaguaçu tráfego intenso dois sentidos tempo bom boa visibilidade
1,1619295624469581824,sp 098 mogi-bertioga trecho mogi cruzes bertioga km 063 trecho planalto km 090 fim serra sentido bertioga tráfego congestionado sentido bertioga tempo bom boa visibilidade atenção trecho serra sujeito neblina
1,1619295174303293440,sp 123 floriano rodrigues pinheiro trecho taubaté campos jordão km 031 trecho serra km 046 portal campos jordão tráfego normal dois sentidos tempo bom boa visibilidade atenção trecho serra sujeito neblina
1,1619255574935523329,sp 055 padre manoel nóbrega trecho peruíbe praia grande km 292 praia grande km 311 mongaguá km 337 bairro gaivotas km 344 peruíbe tráfego normal dois sentidos tempo encoberto boa visibilidade
1,1619255423634411520,sp 055 rio-santos trecho sebastião ubatuba km 083 praia tabatinga km 110 – subprefeitura caraguatatuba km 136 polícia rodoviária km 168 praia camburi tráfego normal dois sentidos tempo encoberto boa visibilidade
1,1619255209309634560,sp 123 floriano rodrigues pinheiro km 026 base polícia rodoviária km 033 trevo santo antônio pinhal km 046 portal campos jordão tráfego normal dois sentidos tempo encoberto boa visibilidade atenção trecho serra sujeito neblina
1,1619254954568617984,sp 270 raposo tavares trecho paulo cotia km 017 região av politécnica km 018 base pmrv jardim arpoador km 020 trevo rodoanel km 030 região cotia tráfego normal dois sentidos tempo encoberto boa visibilidade
0,1619200492491669505,motociclista evite acidentes dirija responsabilidade slt der segurançaviária trânsitomaisseguro sp governosp
1,1619200338963341313,sp 055 rio-santos trecho bertioga sebastião km 193 boracéia tráfego normal dois sentidos tempo encoberto visibilidade reduzida
1,1619200238593646592,sp 098 mogi-bertioga trecho mogi cruzes bertioga km 063 trecho planalto tráfego normal dois sentidos tempo encoberto visibilidade reduzida atenção trecho serra sujeito neblina
1,1619200166849814528,sp 123 floriano rodrigues pinheiro trecho taubaté campos jordão km 046 portal campos jordão tráfego normal dois sentidos tempo encoberto visibilidade reduzida atenção trecho serra sujeito neblina
1,1619199987111559168,sp 270 raposo tavares trecho paulo cotia km 012 região parque previdência tráfego normal dois sentidos tempo encoberto visibilidade reduzida
0,1619171423456735233,uso cinto segurança salva vidas utilize-o sempre inclusive banco traseiro independente distância slt der rodovias segurança trânsitomaisseguro sp governosp
1,1619171214169354240,sp 055 rio-santos trecho sebastião ubatuba km 055 ubatuba tráfego normal dois sentidos tempo encoberto visibilidade reduzida
1,1619171159525965826,sp 098 mogi-bertioga trecho mogi cruzes bertioga km 059 região mogi cruzes tráfego normal dois sentidos tempo encoberto visibilidade reduzida atenção trecho serra sujeito neblina
1,1619170961055703042,sp 270 raposo tavares trecho paulo cotia km 010 região paulo tráfego normal dois sentidos tempo encoberto visibilidade reduzida
1,1619143335951880197,sp 055 padre manoel nóbrega trecho peruíbe praia grande km 323 itanhaém tráfego normal dois sentidos tempo encoberto visibilidade reduzida
1,1619142847839739904,sp 098 mogi-bertioga trecho mogi cruzes bertioga km 077 início serra tráfego normal dois sentidos tempo encoberto visibilidade reduzida atenção trecho serra sujeito neblina
1,1619142483556057089,sp 123 floriano rodrigues pinheiro trecho taubaté campos jordão km 026 base polícia rodoviária tráfego normal dois sentidos tempo encoberto visibilidade reduzida atenção trecho serra sujeito neblina
1,1619141892461191169,sp 270 raposo tavares trecho paulo cotia km 017 região av politécnica tráfego normal dois sentidos tempo encoberto visibilidade reduzida
0,1619098677447991296,coloque vida outras pessoas risco respeite leis trânsito dirigir utilize celular slt der rodovias segurança trânsitomaisseguro sp governosp
1,1619096727411363840,sp 270 raposo tavares trecho paulo cotia km 030 região cotia tráfego intenso dois sentidos pontos lentidão sentido cotia tempo bom boa visibilidade
1,1619094890037788673,sp 125 oswaldo cruz trecho taubaté ubatuba km 014 região taubaté tráfego intenso dois sentidos tempo bom boa visibilidade atenção trecho serra sujeito neblina
1,1619094698727178240,sp 123 floriano rodrigues pinheiro trecho taubaté campos jordão km 033 trevo santo antônio pinhal tráfego normal dois sentidos tempo bom boa visibilidade atenção trecho serra sujeito neblina
1,1619094557488214016,sp 098 mogi-bertioga trecho mogi cruzes bertioga km 090 fim serra sentido bertioga tráfego intenso dois sentidos tempo bom boa visibilidade atenção trecho serra sujeito neblina
1,1619093785283297281,sp 055 rio-santos trecho sebastião ubatuba km 055 ubatuba tráfego intenso sentido ubatuba tempo bom boa visibilidade
1,1619093591103574016,sp 055 rio-santos trecho bertioga sebastião km 214 trevo mogi-bertioga tráfego intenso dois sentidos tempo bom boa visibilidade
1,1619093438938349569,sp 055 padre manoel nóbrega trecho peruíbe praia grande km 337 bairro gaivotas tráfego normal dois sentidos tempo bom boa visibilidade
0,1619054208719917056,dê preferência vida respeite pedestre slt der rodovias segurançaviária sp governosp
1,1619054063332790273,sp 055 padre manoel nóbrega trecho peruíbe praia grande km 292 praia grande tráfego normal dois sentidos tempo bom boa visibilidade
1,1619053755005284353,sp 055 rio-santos trecho sebastião ubatuba km 073 praia lagoinha tráfego intenso dois sentidos tempo bom boa visibilidade
1,1619053528730988544,sp 098 mogi-bertioga trecho mogi cruzes bertioga km 063 trecho planalto tráfego intenso sentido bertioga tempo bom boa visibilidade atenção trecho serra sujeito neblina
1,1619053166435381248,sp 125 oswaldo cruz trecho taubaté ubatuba km 088 base polícia rodoviária ubatuba tráfego intenso sentido ubatuba tempo bom boa visibilidade atenção trecho serra sujeito neblina
1,1619052003291963392,sp 270 raposo tavares trecho paulo cotia km 020 trevo rodoanel tráfego intenso dois sentidos pontos lentidão sentido cotia tempo bom boa visibilidade
0,1619009323891580928,coloque vida ama risco utilize sempre cadeirinha independente distância slt der rodovias segurança trânsitomaisseguro sp governosp
1,1619008812060639232,sp 055 rio-santos trecho bertioga sebastião km 193 boracéia tráfego intenso pontos lentidão sentido sebastião tempo bom boa visibilidade
1,1619008357435850752,sp 098 mogi-bertioga trecho mogi cruzes bertioga km 098 base polícia rodoviária tráfego intenso sentido bertioga tempo bom boa visibilidade atenção trecho serra sujeito neblina
1,1619008091001085952,sp 125 oswaldo cruz trecho taubaté ubatuba km 081 trecho serra tráfego normal dois sentidos tempo bom boa visibilidade atenção trecho serra sujeito neblina
1,1619007923769999362,sp 270 raposo tavares trecho paulo cotia km 010 região paulo tráfego intenso lentidão chegada capital tempo bom boa visibilidade
0,1618970464591937536,coloque vida outras pessoas risco respeite leis trânsito dirigir utilize celular slt der rodovias segurança trânsitomaisseguro sp governosp
1,1618969889586413570,sp 055 rio-santos trecho bertioga sebastião km 214 trevo mogi-bertioga tráfego lento sentido sebastião tempo bom boa visibilidade
1,1618969498647937026,sp 055 rio-santos trecho sebastião ubatuba km 055 ubatuba tráfego congestionado dois sentidos tempo bom boa visibilidade
1,1618969235988025344,sp 098 mogi-bertioga trecho mogi cruzes bertioga km 077 início serra tráfego intenso sentido bertioga tempo bom boa visibilidade atenção trecho serra sujeito neblina
1,1618968996069670912,sp 123 floriano rodrigues pinheiro trecho taubaté campos jordão km 046 portal campos jordão tráfego normal dois sentidos tempo bom boa visibilidade atenção trecho serra sujeito neblina
1,1618932244076445698,sp 055 padre manoel nóbrega trecho peruíbe praia grande km 292 praia grande tráfego intenso dois sentidos tempo bom boa visibilidade
1,1618932089621196800,sp 055 rio-santos trecho bertioga sebastião km 214 trevo mogi-bertioga tráfego intenso pontos lentidão sentido sebastião tempo bom boa visibilidade
1,1618931868958855170,sp 055 rio-santos trecho sebastião ubatuba km 073 praia lagoinha tráfego intenso dois sentidos tempo bom boa visibilidade
1,1618931579010809862,sp 098 mogi-bertioga trecho mogi cruzes bertioga km 098 base polícia rodoviária tráfego intenso sentido bertioga tempo bom boa visibilidade atenção trecho serra sujeito neblina
1,1618930908077367296,sp 125 oswaldo cruz trecho taubaté ubatuba km 081 trecho serra tráfego normal dois sentidos tempo bom boa visibilidade atenção trecho serra sujeito neblina
1,1618895976105910272,sp 125 oswaldo cruz trecho taubaté ubatuba km 022 região redenção serra tráfego normal dois sentidos tempo bom boa visibilidade atenção trecho serra sujeito neblina
1,1618895823940775936,sp 098 mogi-bertioga trecho mogi cruzes bertioga km 098 base polícia rodoviária tráfego normal dois sentidos tempo bom boa visibilidade atenção trecho serra sujeito neblina
1,1618895769431580672,sp 055 rio-santos trecho sebastião ubatuba km 136 polícia rodoviária tráfego normal dois sentidos tempo bom boa visibilidade
1,1618895702985445377,sp 055 rio-santos trecho bertioga sebastião km 223 região bertioga tráfego normal dois sentidos tempo bom boa visibilidade
1,1618837544598384640,sp 125 oswaldo cruz trecho taubaté ubatuba km 093 região ubatuba tráfego normal dois sentidos tempo encoberto visibilidade reduzida atenção trecho serra sujeito neblina
1,1618837497051742209,sp 123 floriano rodrigues pinheiro trecho taubaté campos jordão km 046 portal campos jordão tráfego normal dois sentidos tempo encoberto visibilidade reduzida atenção trecho serra sujeito neblina
1,1618837267547824128,sp 055 padre manoel nóbrega trecho peruíbe praia grande km 323 itanhaém tráfego normal dois sentidos tempo encoberto visibilidade reduzida
0,1618811532942667776,coloque vida outras pessoas risco respeite leis trânsito dirigir utilize celular slt der rodovias segurança trânsitomaisseguro sp governosp
1,1618811459101929477,sp 270 raposo tavares trecho paulo cotia km 010 região paulo tráfego normal dois sentidos tempo encoberto visibilidade reduzida
1,1618811313102417920,sp 123 floriano rodrigues pinheiro trecho taubaté campos jordão km 026 base polícia rodoviária tráfego normal dois sentidos tempo encoberto visibilidade reduzida atenção trecho serra sujeito neblina
1,1618811247402823682,sp 098 mogi-bertioga trecho mogi cruzes bertioga km 063 trecho planalto tráfego normal dois sentidos tempo encoberto visibilidade reduzida atenção trecho serra sujeito neblina
1,1618811187424284673,sp 055 rio-santos trecho sebastião ubatuba km 055 ubatuba tráfego normal dois sentidos tempo encoberto visibilidade reduzida
1,1618811140766838785,sp 055 rio-santos trecho bertioga sebastião km 192 supermercado krill tráfego normal dois sentidos tempo encoberto visibilidade reduzida
1,1618781571255013381,sp 055 padre manoel nóbrega trecho peruíbe praia grande km 323 itanhaém tráfego normal dois sentidos tempo encoberto visibilidade reduzida
1,1618781340832534528,sp 055 rio-santos trecho bertioga sebastião km 193 boracéia tráfego normal dois sentidos tempo encoberto visibilidade reduzida
1,1618781135554887681,sp 055 rio-santos trecho sebastião ubatuba km 110 – subprefeitura caraguatatuba tráfego normal dois sentidos tempo encoberto visibilidade reduzida
1,1618780889630273537,sp 098 mogi-bertioga trecho mogi cruzes bertioga km 063 trecho planalto tráfego normal dois sentidos tempo encoberto visibilidade reduzida atenção trecho serra sujeito neblina
1,1618780351165534208,sp 123 floriano rodrigues pinheiro trecho taubaté campos jordão km 046 portal campos jordão tráfego normal dois sentidos tempo encoberto visibilidade reduzida atenção trecho serra sujeito neblina
1,1618745201434181632,sp 098 mogi-bertioga trecho mogi cruzes bertioga km 098 base polícia rodoviária tráfego normal dois sentidos tempo encoberto visibilidade reduzida atenção trecho serra sujeito neblina
1,1618745084044013568,sp 055 rio-santos trecho sebastião ubatuba km 136 polícia rodoviária tráfego normal dois sentidos tempo encoberto visibilidade reduzida
1,1618744968579002368,sp 055 rio-santos trecho bertioga sebastião km 223 região bertioga tráfego normal dois sentidos tempo encoberto visibilidade reduzida
1,1618744826744438784,sp 055 padre manoel nóbrega trecho peruíbe praia grande km 344 peruíbe tráfego normal dois sentidos tempo encoberto visibilidade reduzida
0,1618723002237227008,av vicente carvalho 787 centervalle bertioga tenda eventos 27 28/01 18h 23h sesc bertioga ginásio esportes rua pastor djalma silva coimbra 20 bertioga 04/02 14h 19h operaçãoverão
0,1618722995555676161,venha participar ações educativas curta circuito der escape room bertioga próximos finais semana
0,1618712065866342400,uso cinto segurança salva vidas utilize-o sempre inclusive banco traseiro independente distância slt der rodovias segurança trânsitomaisseguro sp governosp
1,1618711776471965696,sp 055 rio-santos trecho bertioga sebastião km 211 riviera tráfego intenso dois sentidos pontos lentidão sentido bertioga tempo bom boa visibilidade
1,1618710818132217856,sp 125 oswaldo cruz trecho taubaté ubatuba km 022 região redenção serra tráfego normal dois sentidos tempo bom boa visibilidade atenção trecho serra sujeito neblina
0,1618676804214210560,coloque vida outras pessoas risco respeite leis trânsito dirigir utilize celular slt der rodovias segurança trânsitomaisseguro sp governosp
1,1618675324765736960,sp 098 mogi-bertioga trecho mogi cruzes bertioga km 063 trecho planalto tráfego normal dois sentidos tempo bom boa visibilidade atenção trecho serra sujeito neblina
1,1618611428600197123,sp 270 raposo tavares trecho paulo cotia km 017 região av politécnica tráfego intenso dois sentidos tempo bom boa visibilidade
1,1618609409088958467,sp 055 rio-santos trecho sebastião ubatuba km 055 ubatuba tráfego lento pontos congestionamento dois sentidos tempo bom boa visibilidade
1,1618560912755163139,sp 270 raposo tavares trecho paulo cotia km 020 trevo rodoanel tráfego lento pontos congestionamento sentido paulo tempo bom boa visibilidade
1,1618560700091355136,sp 125 oswaldo cruz trecho taubaté ubatuba km 081 trecho serra tráfego normal dois sentidos tempo bom boa visibilidade atenção trecho serra sujeito neblina
1,1618560498492112899,sp 123 floriano rodrigues pinheiro trecho taubaté campos jordão km 033 trevo santo antônio pinhal tráfego normal dois sentidos tempo bom boa visibilidade atenção trecho serra sujeito neblina
1,1618560140659298305,sp 098 mogi-bertioga trecho mogi cruzes bertioga km 077 início serra tráfego intenso sentido bertioga tempo bom boa visibilidade atenção trecho serra sujeito neblina
0,1618532608106979328,coloque vida ama risco utilize sempre cadeirinha independente distância slt der rodovias segurança trânsitomaisseguro sp governosp
1,1618532433443573760,sp 125 oswaldo cruz km 014 região taubaté km 022 região redenção serra km 042 trevo luís paraitinga km 067 região luís paraitinga tráfego normal dois sentidos tempo encoberto boa visibilidade atenção trecho serra sujeito neblina
1,1618532348143996928,sp 123 floriano rodrigues pinheiro km 008 sau taubaté km 031 trecho serra km 033 trevo santo antônio pinhal km 046 portal campos jordão tráfego normal dois sentidos tempo bom boa visibilidade atenção trecho serra sujeito neblina
1,1618532250236375041,sp 098 mogi-bertioga km 063 trecho planalto km 077 início serra km 090 fim serra sentido bertioga km 098 base polícia rodoviária tráfego normal dois sentidos tempo encoberto boa visibilidade atenção trecho serra sujeito neblina
1,1618532107177037825,sp 055 rio-santos trecho sebastião ubatuba km 092 – massaguaçu km 110 – subprefeitura caraguatatuba km 136 polícia rodoviária km 168 praia camburi tráfego normal dois sentidos tempo bom boa visibilidade
1,1618532042299551751,sp 055 rio-santos trecho bertioga sebastião km 211 riviera km 214 trevo mogi-bertioga km 223 região bertioga km 246 guarujá tráfego normal dois sentidos tempo bom boa visibilidade
0,1618459885691338757,coloque vida outras pessoas risco respeite leis trânsito dirigir beba slt der rodovias segurança trânsitomaisseguro sp governosp
1,1618459808671363078,sp 270 raposo tavares trecho paulo cotia km 010 região paulo tráfego normal dois sentidos tempo encoberto visibilidade reduzida
1,1618459689137868802,sp 123 floriano rodrigues pinheiro trecho taubaté campos jordão km 026 base polícia rodoviária tráfego normal dois sentidos tempo encoberto visibilidade reduzida atenção trecho serra sujeito neblina
1,1618459628681199624,sp 098 mogi-bertioga trecho mogi cruzes bertioga km 063 trecho planalto tráfego normal dois sentidos tempo encoberto visibilidade reduzida atenção trecho serra sujeito neblina
1,1618459561622663170,sp 055 rio-santos trecho sebastião ubatuba km 055 ubatuba tráfego normal dois sentidos tempo encoberto visibilidade reduzida
1,1618459504328441858,sp 055 rio-santos trecho bertioga sebastião km 192 supermercado krill tráfego normal dois sentidos tempo encoberto visibilidade reduzida
1,1618361513512951809,sp 055 padre manoel nóbrega trecho peruíbe praia grande km 323 itanhaém tráfego intenso dois sentidos tempo bom boa visibilidade
1,1618361310697385984,sp 055 rio-santos trecho bertioga sebastião km 192 supermercado krill tráfego congestionado sentido bertioga tempo bom boa visibilidade
1,1618361099153461249,sp 055 rio-santos trecho sebastião ubatuba km 055 ubatuba tráfego congestionado sentido ubatuba tempo bom boa visibilidade
1,1618360046823538688,sp 125 oswaldo cruz trecho taubaté ubatuba km 067 região luís paraitinga tráfego normal dois sentidos tempo bom boa visibilidade atenção trecho serra sujeito neblina
1,1618357990104657922,sp 270 raposo tavares trecho paulo cotia km 020 trevo rodoanel tráfego congestionado sentido paulo tempo bom boa visibilidade
1,1618322781871157250,sp 055 padre manoel nóbrega trecho peruíbe praia grande km 292 praia grande tráfego normal dois sentidos tempo bom boa visibilidade
1,1618321789570158593,sp 055 rio-santos trecho sebastião ubatuba km 083 praia tabatinga tráfego normal dois sentidos tempo bom boa visibilidade
1,1618321558585634816,sp 123 floriano rodrigues pinheiro trecho taubaté campos jordão km 033 trevo santo antônio pinhal tráfego normal dois sentidos tempo bom boa visibilidade atenção trecho serra sujeito neblina
1,1618321399831228424,sp 125 oswaldo cruz trecho taubaté ubatuba km 014 região taubaté tráfego normal dois sentidos tempo bom boa visibilidade atenção trecho serra sujeito neblina
0,1618275004944363521,coloque vida ama risco utilize sempre cadeirinha independente distância slt der rodovias segurança trânsitomaisseguro sp governosp
1,1618274482988421123,sp 055 padre manoel nóbrega trecho peruíbe praia grande km 311 mongaguá tráfego intenso dois sentidos tempo bom boa visibilidade
1,1618274052908666880,sp 055 rio-santos trecho bertioga sebastião km 193 boracéia tráfego intenso dois sentidos tempo bom boa visibilidade
1,1618272870895058946,sp 055 rio-santos trecho sebastião ubatuba km 110 – subprefeitura caraguatatuba tráfego intenso sentido ubatuba tráfego normal sentido sebastião tempo bom boa visibilidade
1,1618272198485237766,sp 098 mogi-bertioga trecho mogi cruzes bertioga km 063 trecho planalto tráfego intenso sentido bertioga tráfego normal sentido mogi cruzes tempo bom boa visibilidade atenção trecho serra sujeito neblina
1,1618270318644334598,sp 125 oswaldo cruz trecho taubaté ubatuba km 042 trevo luís paraitinga tráfego intenso sentido ubatuba tempo bom boa visibilidade atenção trecho serra sujeito neblina
1,1618269891920027651,sp 270 raposo tavares trecho paulo cotia km 030 região cotia tráfego intenso dois sentidos tempo bom boa visibilidade
0,1618231039738138626,coloque vida outras pessoas risco respeite leis trânsito dirigir utilize celular slt der rodovias segurança trânsitomaisseguro sp governosp
1,1618230779229925378,sp 055 rio-santos trecho bertioga sebastião km 211 riviera tráfego intenso sentido sebastião tempo bom boa visibilidade
1,1618230648531222528,sp 055 rio-santos trecho sebastião ubatuba km 136 polícia rodoviária tráfego normal dois sentidos tempo bom boa visibilidade
1,1618230434831433729,sp 098 mogi-bertioga trecho mogi cruzes bertioga km 098 base polícia rodoviária tráfego normal dois sentidos tempo bom boa visibilidade atenção trecho serra sujeito neblina
1,1618228167738822661,sp 123 floriano rodrigues pinheiro trecho taubaté campos jordão km 031 trecho serra tráfego normal dois sentidos tempo bom boa visibilidade atenção trecho serra sujeito neblina
1,1618228055197245440,sp 125 oswaldo cruz trecho taubaté ubatuba km 081 trecho serra tráfego normal dois sentidos tempo bom boa visibilidade atenção trecho serra sujeito neblina
1,1618226666890997761,sp 270 raposo tavares trecho paulo cotia km 020 trevo rodoanel tráfego intenso dois sentidos pontos lentidão sentido cotia tempo bom boa visibilidade
0,1618171698020519941,dê preferência vida respeite pedestre slt der rodovias segurançaviária sp governosp
1,1618171574410186752,sp 270 raposo tavares trecho paulo cotia km 017 região av politécnica km 018 base pmrv jardim arpoador km 020 trevo rodoanel km 030 região cotia tráfego normal dois sentidos tempo bom boa visibilidade
1,1618171401172848640,sp 123 floriano rodrigues pinheiro km 026 base polícia rodoviária km 031 trecho serra km 033 trevo santo antônio pinhal km 046 portal campos jordão tráfego normal dois sentidos tempo encoberto boa visibilidade atenção trecho serra neblina
1,1618171301474238465,sp 098 mogi-bertioga km 063 trecho planalto km 077 início serra km 090 fim serra sentido bertioga km 098 base polícia rodoviária tráfego normal dois sentidos tempo encoberto boa visibilidade atenção trecho serra neblina
1,1618171176433651715,sp 055 rio-santos trecho sebastião ubatuba km 083 praia tabatinga km 110 – subprefeitura caraguatatuba km 136 polícia rodoviária km 168 praia camburi tráfego normal dois sentidos tempo bom boa visibilidade
0,1618095726889959427,uso cinto segurança salva vidas utilize-o sempre inclusive banco traseiro independente distância slt der rodovias segurança trânsitomaisseguro sp governosp
1,1618094704159232000,sp 270 raposo tavares trecho paulo cotia km 010 região paulo tráfego normal dois sentidos tempo encoberto visibilidade reduzida
1,1618094399652777988,sp 125 oswaldo cruz trecho taubaté ubatuba km 093 região ubatuba tráfego normal dois sentidos tempo encoberto visibilidade reduzida atenção trecho serra sujeito neblina
1,1618094077010116609,sp 123 floriano rodrigues pinheiro trecho taubaté campos jordão km 046 portal campos jordão tráfego normal dois sentidos tempo encoberto visibilidade reduzida atenção trecho serra sujeito neblina
1,1618093900840980482,sp 098 mogi-bertioga trecho mogi cruzes bertioga km 063 trecho planalto tráfego normal dois sentidos tempo encoberto visibilidade reduzida atenção trecho serra sujeito neblina
